ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Investment in properties,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Paid-in capital (Bn. VND),MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,EPS_basis,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND)
ACB,2020,1,387396053000000,5466150000000,12671154000000,30650377000000,2035207000000,2243213000000,-208006000000,0,272135299000000,274793621000000,-2658322000000,54187498000000,14796407000000,39940573000000,-549482000000,97884000000,1441000000,101827000000,-5384000000,3772593000000,2729405000000,1043188000000,359950000000,6019941000000,387396053000000,357983688000000,0,13433213000000,312653631000000,19288000000,143276000000,22989196000000,8745084000000,29412365000000,16899152000000,4595981000000,9972000000,7907260000000,16627373000000,0,7850610000000,0.20122984137194577,1537053000000,0.12531325751946168,7850610000000,-4431166000000,3419444000000,638601000000,-267889000000,370712000000,142870000000,14638000000,348787000000,122407000000,-41898000000,80509000000,1264000000,4378224000000,-2360635000000,2017589000000,-92666000000,1924923000000,-387870000000,-402471000000,14601000000,1537053000000,1537053000000,928,14539000000.0,3529624000000.0,3989332000000.0,-221000000.0,-100093000000.0,436000000.0,-98687000000.0,0.0,30000000000.0,3920424000000.0,35678913000000.0,9972000000.0,39609309000000.0,3989111000000.0,970000000.0,0.0,0.0,0.0,12.1711969779,0.1282655441002449,0.572597455818362,0.4495037789769331,0.2319699749,0.0,0.0166706754,0.0,13.171196977869682,40570789558800.0,1662737277.0,6.4726808696,1.3793786919,2.3885662822,14.615523017,924.4112231447855,17689.123475398
ACB,2020,2,396760420000000,5518509000000,20813912000000,25070380000000,635958000000,776995000000,-141037000000,129009000000,280990276000000,283755020000000,-2764744000000,54129458000000,11139839000000,43506523000000,-516904000000,97895000000,1441000000,101827000000,-5373000000,3756172000000,2687750000000,1068422000000,358225000000,5260626000000,396760420000000,365927975000000,0,2366296000000,330551052000000,0,134393000000,23090786000000,9785448000000,30832445000000,16899152000000,4595981000000,8397000000,9328915000000,16627373000000,0,7612667000000,0.11756971903922675,1521655000000,-0.007234089472272912,7612667000000,-4500721000000,3111946000000,631989000000,-205330000000,426659000000,152824000000,70908000000,313391000000,82674000000,-60684000000,21990000000,4382000000,4102100000000,-1767906000000,2334194000000,-439530000000,1894664000000,-373009000000,-393704000000,20695000000,1521655000000,1521655000000,855,982000000.0,2831238000000.0,3988141000000.0,-115000000.0,-50451000000.0,5551000000.0,-44374000000.0,0.0,-600000000.0,3943052000000.0,39609309000000.0,-1575000000.0,43550786000000.0,3988026000000.0,526000000.0,0.0,0.0,0.0,11.868276259,0.12182530448039394,0.6002434541955255,0.488972173681677,0.2172573283,0.0,0.0161409759,0.0,12.868276258986272,55335896576000.0,2161558460.0,8.9207525599,1.7947294344,3.2286789905,7.8334080289,703.9619923117879,14263.9884928211
ACB,2020,3,418748315000000,5824836000000,12289157000000,29838744000000,4143804000000,4277852000000,-134048000000,42679000000,294472526000000,297385546000000,-2913020000000,61864870000000,10872656000000,51467407000000,-475193000000,97963000000,1441000000,101827000000,-5305000000,3729438000000,2649067000000,1080371000000,356499000000,6087799000000,418748315000000,385829347000000,0,17961521000000,334729380000000,0,127949000000,22887748000000,10122749000000,32918968000000,21887364000000,4595981000000,20348000000,6415275000000,21615585000000,0,7930860000000,0.08859891099754125,2074572000000,0.33911433683705006,7930860000000,-4295859000000,3635001000000,735773000000,-244196000000,491577000000,192807000000,17433000000,37526000000,154046000000,-42811000000,111235000000,1000000,4485580000000,-1732012000000,2753568000000,-161996000000,2591572000000,-517000000000,-511134000000,-5866000000,2074572000000,2074572000000,548,51016000000.0,2222122000000.0,-6406401000000.0,-190000000.0,-54749000000.0,96000000.0,-53524000000.0,0.0,0.0,-6460115000000.0,43550786000000.0,11951000000.0,37102622000000.0,-6406591000000.0,1129000000.0,0.0,0.0,0.0,11.7205784519,0.11329146162783718,0.6408637090205453,0.5707211634879881,0.2210627295,0.0,0.0168493192,0.0,12.720578451912587,60739792726000.0,2161558460.0,9.0666215318,1.8451305255,3.4170338496,11.2843041175,959.7575260583052,15229.2749001107
ACB,2020,4,444530104000000,6967918000000,16616798000000,31671245000000,6167917000000,6285763000000,-117846000000,54473000000,308528625000000,311478989000000,-2950364000000,63399011000000,10790432000000,53048264000000,-439685000000,99489000000,2967000000,101827000000,-5305000000,3782753000000,2716915000000,1065838000000,348778000000,6893097000000,444530104000000,409081941000000,0,23875242000000,353195838000000,0,116705000000,22049697000000,9844459000000,35448163000000,21887364000000,5741759000000,0,7819040000000,21615585000000,0,8461611000000,0.10107592112644387,2549543000000,0.6456723001779581,8461611000000,-4045879000000,4415732000000,797121000000,-391415000000,405706000000,198686000000,63524000000,32411000000,136332000000,-70416000000,65916000000,13430000000,5195405000000,-1763715000000,3431690000000,-246961000000,3184729000000,-635186000000,-633372000000,-1814000000,2549543000000,2549543000000,1180,1450000000.0,1105400000000.0,9309345000000.0,-630000000.0,-217839000000.0,11490000000.0,-198918000000.0,0.0,-170000000000.0,8939797000000.0,37102622000000.0,-20348000000.0,46022071000000.0,9308715000000.0,711000000.0,0.0,0.0,0.0,11.5402860509,0.10671224345250274,0.6901018652269069,0.5773772049571849,0.2430753028,0.0,0.0185565452,0.0,12.540286050930199,70250649950000.0,2161558460.0,9.1438591322,1.9817853453,3.8681490387,6.457299926,1179.4929663850035,16399.3542881093
ACB,2021,1,449514732000000,6037588000000,20232572000000,27746394000000,4419502000000,4529892000000,-110390000000,135503000000,320754992000000,324311117000000,-3556125000000,58893891000000,10294062000000,48932832000000,-333003000000,99549000000,2967000000,101827000000,-5245000000,3720662000000,2664580000000,1056082000000,216027000000,7258052000000,449514732000000,411585397000000,0,20335604000000,352217653000000,0,108249000000,20384044000000,18539847000000,37929335000000,21887364000000,5742084000000,-2229000000,10302116000000,21615585000000,0,8314894000000,0.05913986301701397,2483401000000,0.6156898948832603,8314894000000,-3675322000000,4639572000000,880105000000,-254898000000,625207000000,196140000000,113492000000,48939000000,246046000000,-197099000000,48947000000,3080000000,5675377000000,-1965297000000,3710080000000,-605761000000,3104319000000,-620918000000,-710036000000,89118000000,2483401000000,2483401000000,1149,-8770000000.0,2856723000000.0,1264041000000.0,-570000000.0,-93052000000.0,3494000000.0,59661000000.0,0.0,0.0,1323132000000.0,46022071000000.0,-2229000000.0,47342974000000.0,1263471000000.0,766000000.0,0.0,0.0,0.0,10.851373672485352,0.09809457508284815,0.7384051136956294,0.5352651063503271,0.2517097592353821,0.0,0.020190466195344925,0.0,11.851373929967398,88488799456250.0,2701948075.0,10.2546119679,2.3329910597,4.5475741842,10.8526997035,919.1149981666468,14037.7734683151
ACB,2021,2,471275438000000,6870892000000,21912320000000,28988545000000,10270741000000,10375295000000,-104554000000,82038000000,336827639000000,341667500000000,-4839861000000,55528394000000,9535454000000,46253125000000,-260185000000,87912000000,2967000000,101827000000,-16882000000,3703279000000,2628026000000,1075253000000,216027000000,6787651000000,471275438000000,430895193000000,0,27085956000000,358474148000000,0,100653000000,27455319000000,17779117000000,40380245000000,21887364000000,5742084000000,10446000000,12740351000000,21615585000000,0,8653369000000,0.13670662331611247,2588235000000,0.7009341802182492,8653369000000,-3662982000000,4990387000000,1186356000000,-299977000000,886379000000,231524000000,91668000000,44709000000,174708000000,-195620000000,-20912000000,3462000000,6227217000000,-1592538000000,4634679000000,-1386245000000,3248434000000,-660199000000,-591994000000,-68205000000,2588235000000,2588235000000,673,-93442000000.0,4062063000000.0,2310412000000.0,-380000000.0,-229438000000.0,2822000000.0,-224730000000.0,0.0,0.0,2085302000000.0,47342974000000.0,12675000000.0,49440951000000.0,2310032000000.0,1886000000.0,0.0,0.0,0.0,10.6709405304,0.09171016669165825,0.7861192240855889,0.5186441452336261,0.2644114647,0.0,0.0217385162,0.0,11.670940530449975,88083507245000.0,2701948075.0,9.0847535168,2.1813514813,4.0810426874,13.6023134122,957.9144114381251,14944.8634389467
ACB,2021,3,479308753000000,7010081000000,33532941000000,28675646000000,10151989000000,10239936000000,-87947000000,63982000000,330911258000000,336491602000000,-5580344000000,58533725000000,8886513000000,49807650000000,-160438000000,88068000000,2967000000,101827000000,-16726000000,3646321000000,2581210000000,1065111000000,216027000000,6478715000000,479308753000000,436825317000000,0,20324174000000,365770473000000,0,93799000000,32469936000000,18166935000000,42483436000000,27291260000000,5742084000000,11022000000,9439070000000,27019481000000,0,8290513000000,0.04534854984200957,2102615000000,0.013517486980447052,8290513000000,-3770002000000,4520511000000,897088000000,-261529000000,635559000000,205933000000,183481000000,92038000000,148382000000,-106055000000,42327000000,10333000000,5690182000000,-2254497000000,3435685000000,-820086000000,2615599000000,-512984000000,-558745000000,45761000000,2102615000000,2102615000000,323,-9741000000.0,3356786000000.0,12722291000000.0,-275000000.0,-50349000000.0,9939000000.0,-40410000000.0,0.0,0.0,12681606000000.0,49440951000000.0,576000000.0,62123133000000.0,12722016000000.0,0.0,0.0,0.0,0.0,10.2822501692,0.08582923942404282,0.8270639701371246,0.4651277256044726,0.2489431803,0.0,0.0210856359,0.0,11.282250169218893,88623896860000.0,2701948075.0,9.1141274869,2.0860811932,3.8890290041,3.461298556,778.1848287369475,15723.261447206
ACB,2021,4,527769944000000,7509877000000,32349574000000,49818776000000,11259731000000,11325371000000,-65640000000,226545000000,356050950000000,361912538000000,-5861588000000,59474604000000,9739539000000,49743071000000,-8006000000,171925000000,0,299317000000,-127392000000,3762548000000,2685070000000,1077478000000,216027000000,6929387000000,527769944000000,482869035000000,0,54393939000000,379920669000000,0,86066000000,30547883000000,17920478000000,44900909000000,27291260000000,7164297000000,0,10445352000000,27019481000000,0,8455034000000,-0.0007772751548139001,2428495000000,-0.04747831277997665,8455034000000,-3660712000000,4794322000000,1062911000000,-316093000000,746818000000,237959000000,61319000000,58365000000,134023000000,-64922000000,69101000000,3337000000,5971221000000,-2417444000000,3553777000000,-524017000000,3029760000000,-601265000000,-528304000000,-72961000000,2428495000000,2428495000000,898,16989000000.0,2051001000000.0,23630638000000.0,-258000000.0,-263261000000.0,5724000000.0,-256924000000.0,0.0,-2884000000000.0,20489456000000.0,62123133000000.0,-11022000000.0,82601567000000.0,23630380000000.0,613000000.0,0.0,0.0,0.0,10.7541037755,0.0837966999732678,0.8741271318145206,0.5065356477933689,0.2390256853,0.0,0.0197526392,0.0323624595,11.754103775493721,83490195517500.0,2701948075.0,8.694408532,1.8594321892,3.543125367,2.0911287872,898.7941043241551,16617.9762725455
ACB,2022,1,528636428000000,6281931000000,18208130000000,54337806000000,5068428000000,5159447000000,-91019000000,92408000000,374124636000000,379982950000000,-5858314000000,58710197000000,10634517000000,48079089000000,-3409000000,207771000000,0,309837000000,-102066000000,3678381000000,2641814000000,1036567000000,216027000000,7710713000000,528636428000000,480433095000000,0,44323457000000,386050921000000,0,79176000000,30949666000000,19029875000000,48203333000000,27291260000000,7164297000000,14889000000,13732887000000,27019481000000,0,9053845000000,0.08887076612161261,3287535000000,0.3238035258905026,9053845000000,-3613173000000,5440672000000,1024894000000,-285735000000,739159000000,303367000000,-11224000000,6505000000,429099000000,-59908000000,369191000000,2093000000,6849763000000,-2738601000000,4111162000000,2843000000,4114005000000,-826470000000,-982622000000,156152000000,3287535000000,3287535000000,1217,33269000000.0,3593628000000.0,-8504080000000.0,-399000000.0,-83494000000.0,2507000000.0,-90604000000.0,0.0,0.0,-8595083000000.0,82601567000000.0,14889000000.0,74021373000000.0,-8504479000000.0,903000000.0,-10520000000.0,0.0,0.0,9.9668023993,0.07630968173922745,0.93841844536355,0.6042516439145753,0.236563115,0.0,0.0207412634,0.0416666667,10.966802399327864,81058442256000.0,3377435094.0,7.7889284027,1.6815941391,3.2766265384,2.6877969459,973.3821401454295,14272.1715320697
ACB,2022,2,543736728000000,7179996000000,11267755000000,57122539000000,1481310000000,1683277000000,-201967000000,91556000000,390049375000000,395598651000000,-5549276000000,64489044000000,18577997000000,45917151000000,-6104000000,158000000000,0,309337000000,-151337000000,3625120000000,2601457000000,1023663000000,216027000000,8056006000000,543736728000000,491670697000000,565000000,50712628000000,388131932000000,0,70779000000,34851291000000,17903502000000,52066031000000,27291260000000,7164297000000,84439000000,17526035000000,27019481000000,0,9419513000000,0.08853707729324845,3943148000000,0.5234891731237696,9419513000000,-3813123000000,5606390000000,1342948000000,-349681000000,993267000000,145269000000,-226653000000,18353000000,412721000000,-56632000000,356089000000,30632000000,6923347000000,-2276351000000,4646996000000,267364000000,4914360000000,-971212000000,-903936000000,-67276000000,3943148000000,3943148000000,879,48809000000.0,3717164000000.0,-4100834000000.0,-157000000.0,-42821000000.0,28499000000.0,-12804000000.0,0.0,0.0,-4113795000000.0,74021373000000.0,69550000000.0,69977128000000.0,-4100991000000.0,1018000000.0,0.0,500000000.0,0.0,9.4432144636,0.06962543390334477,1.0136171261698936,0.7033310204962552,0.2507127211,0.0,0.0226247951,0.0501253133,10.443214463572229,67379830125300.0,3377435094.0,5.728704027,1.2941226522,2.6491496073,2.8374127634,1167.4977875977504,15415.8494688751
ACB,2022,3,561113724000000,6820742000000,7285530000000,62584455000000,1438382000000,1641739000000,-203357000000,67174000000,396661986000000,402250931000000,-5588945000000,71265935000000,27533790000000,43732145000000,0,154549000000,0,309337000000,-154788000000,3733847000000,2665262000000,1068585000000,177005000000,10924119000000,561113724000000,505378993000000,34000000,51830484000000,392023517000000,0,64550000000,40052881000000,21407527000000,55734731000000,34046130000000,7164297000000,166147000000,14358157000000,33774351000000,0,10320044000000,0.24480161842819617,3586992000000,0.7059670933575571,10320044000000,-4287794000000,6032250000000,1296877000000,-430092000000,866785000000,95844000000,-39964000000,-1502000000,104791000000,19046000000,123837000000,13711000000,7090961000000,-2525765000000,4565196000000,-90436000000,4474760000000,-887768000000,-866236000000,-21532000000,3586992000000,3586992000000,1063,37497000000.0,5104535000000.0,2913363000000.0,-251000000.0,-177344000000.0,13071000000.0,-77882000000.0,0.0,0.0,2835230000000.0,69977128000000.0,81708000000.0,72894066000000.0,2913112000000.0,1027000000.0,0.0,0.0,0.0,9.0675775039,0.06699318240183127,1.0850390701774846,0.5946358324008455,0.2637300164,0.0,0.0245156797,0.0414078675,10.067577503872764,81565057520100.0,3377435094.0,6.1576333479,1.4634511741,3.0394697222,5.8519823059,1062.0461682216417,16502.0879598878
ACB,2022,4,607875185000000,8460892000000,13657531000000,85971313000000,1131327000000,1320941000000,-189614000000,100072000000,408856508000000,413706244000000,-4849736000000,75534794000000,31854915000000,43679879000000,0,146814000000,0,303387000000,-156573000000,3981376000000,2849732000000,1131644000000,177005000000,9857553000000,607875185000000,549436522000000,505876000000,67840840000000,413952789000000,0,60188000000,44304367000000,22772462000000,58438663000000,34046130000000,9220125000000,0,15172408000000,33774351000000,0,11905432000000,0.4080880100541287,2870518000000,0.18201519871360658,11905432000000,-5451215000000,6454217000000,1392840000000,-465807000000,927033000000,503889000000,-110032000000,-2708000000,163883000000,-23306000000,140577000000,13020000000,7925996000000,-4064328000000,3861668000000,-250585000000,3611083000000,-740565000000,-692817000000,-47748000000,2870518000000,2870518000000,849,32474000000.0,3998583000000.0,31167553000000.0,-200656000000.0,-207854000000.0,15522000000.0,-184588000000.0,0.0,0.0,30782309000000.0,72894066000000.0,-166147000000.0,103510228000000.0,30966897000000.0,1793000000.0,0.0,5951000000.0,0.0,9.401935188,0.06812914251648776,1.1376789916494863,0.4447507730217314,0.2649167736,0.0,0.0241064619,0.0400801603,10.401935188010718,84267005595300.0,3377435094.0,6.1561819167,1.4419735372,2.9269471862,3.9609321837,849.9106333973564,17302.6753656395
ACB,2023,1,611223523000000,6654779000000,6429413000000,94638910000000,1541928000000,1699679000000,-157751000000,395042000000,406620881000000,411288535000000,-4667654000000,79206253000000,36077453000000,43128800000000,0,141148000000,0,303387000000,-162239000000,4127353000000,2966929000000,1160424000000,177005000000,11290811000000,611223523000000,548693358000000,6110000000,52857299000000,422755092000000,0,55580000000,50155919000000,22863358000000,62530165000000,34046130000000,9220106000000,-43527000000,19307456000000,33774351000000,0,13224279000000,0.4606257341494139,4135029000000,0.2577901071775662,13224279000000,-7009125000000,6215154000000,1075475000000,-448409000000,627066000000,437956000000,42982000000,-1032000000,576702000000,-9458000000,567244000000,30781000000,7920151000000,-2507640000000,5412511000000,-256014000000,5156497000000,-1021468000000,-1109352000000,87884000000,4135029000000,4135029000000,1224,33126000000.0,3655575000000.0,-6426336000000.0,-300000000.0,-149733000000.0,31051000000.0,-117821000000.0,0.0,0.0,-6544457000000.0,103510231000000.0,-43527000000.0,96922247000000.0,-6426636000000.0,861000000.0,0.0,0.0,0.0,8.7748586302,0.06600579096504863,1.2173320095443663,0.6653140050914266,0.2541541819,0.0,0.0250189415,0.0457665904,9.774858630230705,84866500322300.0,3884050358.0,5.838492592,1.3572089618,2.842103388,3.6341689198,1064.6177620954522,16099.2158279324
ACB,2023,2,630893170000000,5983591000000,11514014000000,89763275000000,1068921000000,1182088000000,-113167000000,114028000000,429058305000000,434031946000000,-4973641000000,79112752000000,42472830000000,36639922000000,0,146321000000,0,303387000000,-157066000000,4292448000000,3101005000000,1191443000000,177005000000,9662510000000,630893170000000,568025989000000,2921000000,68957498000000,432410465000000,0,49182000000,44657505000000,21948418000000,62867181000000,39112283000000,9220106000000,-44922000000,14579714000000,38840504000000,0,13583597000000,0.44206998811934334,3865846000000,-0.019604133550148256,13583597000000,-7337925000000,6245672000000,1262569000000,-458183000000,804386000000,327437000000,71566000000,407802000000,200858000000,-37975000000,162883000000,3774000000,8023520000000,-2485180000000,5538340000000,-705893000000,4832447000000,-966601000000,-911557000000,-55044000000,3865846000000,3865846000000,797,23798000000.0,5441896000000.0,14418845000000.0,-233000000.0,-213810000000.0,1154000000.0,-211517000000.0,0.0,-3377435000000.0,10829660000000.0,96922247000000.0,-1395000000.0,107750512000000.0,14418612000000.0,1139000000.0,0.0,0.0,-3377435000000.0,9.0353341754,0.06827804160647827,1.2238930087761548,0.618963980176993,0.241404856,0.0,0.0239863156,0.0440528634,10.035334175394313,88167943126600.0,3884050358.0,5.0375189458,1.4024478547,2.8477440163,1.739453918,995.3130478953486,16185.985042782
ACB,2023,3,648509938000000,6552560000000,12405261000000,98170290000000,1892458000000,2023422000000,-130964000000,79210000000,444641463000000,449751645000000,-5110182000000,70233160000000,34885148000000,35348012000000,0,140025000000,0,303387000000,-163362000000,4447517000000,3131419000000,1316098000000,177005000000,9770989000000,648509938000000,581684649000000,18552000000,64119526000000,445499845000000,0,45249000000,48858665000000,23142812000000,66825289000000,39112283000000,9220106000000,-124393000000,18617293000000,38840504000000,0,13023905000000,0.26200091782554413,4037579000000,0.12561695147354665,13023905000000,-6814777000000,6209128000000,1301774000000,-538187000000,763587000000,315762000000,67760000000,881942000000,202751000000,-55714000000,147037000000,39166000000,8424382000000,-2868218000000,5556164000000,-520683000000,5035481000000,-997902000000,-996856000000,-1046000000,4037579000000,4037579000000,1040,48709000000.0,5957868000000.0,5154308000000.0,-184000000.0,-144086000000.0,36910000000.0,-106709000000.0,0.0,0.0,5047415000000.0,107750512000000.0,-79471000000.0,112718456000000.0,5154124000000.0,467000000.0,0.0,0.0,0.0,8.7045586739,0.06655439978718236,1.3009491234631003,0.6502650613741575,0.2379142232,0.0,0.0238686591,0.0387596899,9.704558673887666,100208499236400.0,3884050358.0,6.7213553953,1.4995595341,3.1030020186,2.2716320859,1039.5279741118125,17205.052159625
ACB,2023,4,718794589000000,6909300000000,18504814000000,114873931000000,7177069000000,7323489000000,-146420000000,0,482234900000000,487601852000000,-5366952000000,73463347000000,44903768000000,28559579000000,0,140025000000,0,303387000000,-163362000000,4762561000000,3317568000000,1444993000000,177005000000,10551637000000,718794589000000,647838628000000,88000000,89506662000000,482702731000000,117126000000,41534000000,52410014000000,23060473000000,70955961000000,39112283000000,11557435000000,0,20286243000000,38840504000000,0,12515015000000,0.05120208993676164,4006279000000,0.39566412751984137,12515015000000,-6225399000000,6289616000000,1305933000000,-578635000000,727298000000,28950000000,-13925000000,1358428000000,216906000000,-230699000000,-13793000000,1889000000,8378463000000,-3013248000000,5365215000000,-321641000000,5043574000000,-1037295000000,-975257000000,-62038000000,4006279000000,4006279000000,1031,-123976000000.0,4366643000000.0,24000778000000.0,-783000000.0,-778517000000.0,5840000000.0,-771106000000.0,0.0,0.0,23228889000000.0,112718456000000.0,124393000000.0,136071738000000.0,23999995000000.0,1571000000.0,0.0,0.0,0.0,9.1301508551,0.06711995627823292,1.3813646996338755,0.6369671852780837,0.2479969029,0.0,0.024187983,0.0357142857,10.13015085511984,108753410024000.0,3884050358.0,6.7781377348,1.5326888466,3.3210681107,2.9285012269,1031.469376226867,18268.5481545963
ACB,2024,1,727297968000000,6470319000000,7851936000000,121950918000000,7377873000000,7469189000000,-91316000000,0,500339694000000,506112216000000,-5772522000000,67999640000000,45959043000000,22040597000000,0,140025000000,0,303387000000,-163362000000,4670671000000,3234051000000,1436620000000,177005000000,10319887000000,727297968000000,652507236000000,66583000000,89358866000000,492804396000000,518306000000,37321000000,49011681000000,20710083000000,74790732000000,39112283000000,11557435000000,-70648000000,24191662000000,38840504000000,0,11987594000000,-0.09351625143419917,3905419000000,-0.05552802652653706,11987594000000,-5266076000000,6721518000000,1282271000000,-537069000000,745202000000,233300000000,196391000000,204068000000,172323000000,-109907000000,62416000000,5556000000,8168451000000,-2763921000000,5404530000000,-512217000000,4892313000000,-986894000000,-1066922000000,80028000000,3905419000000,3905419000000,1006,-113383000000.0,901606000000.0,-9470240000000.0,-150000000.0,-34725000000.0,5087000000.0,-29484000000.0,0.0,0.0,-9499874000000.0,136071738000000.0,-70648000000.0,126501216000000.0,-9470390000000.0,154000000.0,0.0,0.0,0.0,8.7244397608,0.06244986344029899,1.4560196999456845,0.5810322906224457,0.2296713776,0.0,0.0232106375,0.0416666667,9.72443976079817,107199789888000.0,4466657912.0,6.7783089662,1.4333298662,3.2489888681,3.1434730546,874.3492510379649,16744.2265500273
ACB,2024,2,769678700000000,6594138000000,15724945000000,105419092000000,6125105000000,6236053000000,-110948000000,0,543853038000000,550172293000000,-6319255000000,77089507000000,61663820000000,15438107000000,-12420000000,128875000000,0,292867000000,-163992000000,4665559000000,3119424000000,1546135000000,177005000000,9901436000000,769678700000000,694886022000000,15945000000,93760618000000,511695775000000,61832000000,33175000000,66953215000000,22365462000000,74792678000000,44938358000000,11557435000000,-253241000000,18550126000000,44666579000000,0,12474712000000,-0.08163412091804549,4468590000000,0.15591516061426142,12474712000000,-5363206000000,7111506000000,1421150000000,-543581000000,877569000000,426650000000,-41231000000,-14005000000,415272000000,-129401000000,285871000000,5651000000,8652011000000,-2465618000000,6186393000000,-588150000000,5598243000000,-1129653000000,-1075344000000,-54309000000,4468590000000,4468590000000,779,106418000000.0,6515731000000.0,-3149944000000.0,-96000000.0,-347301000000.0,6746000000.0,-260913000000.0,0.0,-3884051000000.0,-7295004000000.0,126501216000000.0,-182593000000.0,119023619000000.0,-3150040000000.0,79642000000.0,0.0,0.0,-3884051000000.0,9.2908295382,0.06237988964641699,1.4560575845105272,0.6283605751018139,0.2285300774,0.0,0.0229277307,0.0385356455,10.290829538153455,115909772816400.0,4466657912.0,7.0599776394,1.5497475945,3.4473043599,7.0105209978,1000.4325578627388,16744.662222523
ACB,2024,3,777392922000000,5870526000000,8392393000000,92090423000000,6965867000000,7059448000000,-93581000000,267873000000,548247424000000,554908474000000,-6661050000000,100862391000000,88938255000000,11931400000000,-7264000000,127425000000,0,292867000000,-165442000000,4642986000000,3084190000000,1558796000000,177005000000,9748609000000,777392922000000,698538661000000,19152000000,73519652000000,512123668000000,0,31641000000,90366104000000,22478444000000,78854261000000,44938358000000,11557435000000,-62053000000,22420521000000,44666579000000,0,12922067000000,-0.007819313792599071,3870395000000,-0.041406991665054724,12922067000000,-6040680000000,6881387000000,1325822000000,-578633000000,747189000000,166635000000,71287000000,47199000000,259065000000,-56305000000,202760000000,19544000000,8136001000000,-2933714000000,5202287000000,-358243000000,4844044000000,-973649000000,-971306000000,-2343000000,3870395000000,3870395000000,0,10399000000.0,5587994000000.0,-16528423000000.0,-480000000.0,-118764000000.0,10063000000.0,-104419000000.0,0.0,0.0,-16633322000000.0,119023619000000.0,191188000000.0,102581485000000.0,-16528903000000.0,775000000.0,3507000000.0,0.0,0.0,8.8586038616,0.058880597460674956,1.5351281418218863,0.5624440247293169,0.2171146112,0.0,0.021717062,0.0405679513,9.858603861622646,110103117530800.0,4466657912.0,6.7752917564,1.3962862138,3.3029357117,-21.381994844,866.5080416393437,17653.9736316391
