ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
NVL,2022,1,177218519798787,17724337297580,788045407828,36650048190370,120456910438623,1599178464386,46914377795825,338500000000,2255730784688,2737439146109,1609855411000,0,6468331210889,224132897594612,180681385934495,56292222451012,124389163483483,43451511660117,43451511660117,11786573676044,7336528779447,224132897594612,4465150528380,7343958179910,120459000676647,0,19305183890000,19305183890000,44327662735318,10318619222497,25319358399954,5304945640812,1002483182582,25349750000,33230993048545,33569387619037,-0.5672511355205514,1965486714930,1079019984336,1.0099975910273524,880744593103,-214043512504,1965486714930,-9056686856,1956430028074,-1236882919459,719547108615,-911099904000,-612315080,-202483408690,-362418240889,123677833059,1285622542229,-57901774887,1227720767342,1351398600401,-103837571572,-202004448635,1045556580194,-33463404142,1079019984336,1351398600401,-1016477290937,-1072474947,32919124581,-308789067559,238375331415,296354222954,706783324196,-290291723349,797503282896,-160918196898,-1670159599159,-528193725890,0,0,-848922415250,-108782456173,1770284100,-2005022014471,2739920356503,-7455138947294,1289044266554,26167219953,-5512041290828,970700000,0,10205474262303,-3370320840033,0,6836124122270,475160416192,17249156145556,20735832,17724337297580,2.6230315015,4.158230152,0.05191374703675675,2.228163199121636,0.0632461678,8.496503105,75.97950200148667,5555.8405380361,193.7696988056,5825.589738843186,0.06569663,0.0790447175809503,0.3677857619693945,0.5515249555836337,0.0914352722,0.0204508196,0.0193149979,-213921897801.0,154645459036,0.0,3.1481883657,0.3148629869,1.0083383972,-0.7224954273403171,5.158230151986581,143507768342400.0,1949833809.0,37.7116835189,3.9515064942,11.6176416747,120.7477571956,553.3907450755461,18625.8076780891,-947.855189412
NVL,2022,2,189030009521950,17004752901103,684885163998,44212498109419,125506208001144,1621665346286,50247361346867,234500000000,2128617001449,2809189165262,1708130597936,0,6264781770833,239277370868817,194813243059387,60750465410210,134062777649177,44464127809430,44464127809430,12561446791893,7372995712911,239277370868817,6081632087227,4550812458500,125508298239168,0,19498338090000,19498338090000,45234978926414,12561612210356,23332266219270,4932578425419,1188085345814,24839750000,36818307785545,37052702356037,0.04225405261845834,2662976851864,749009084165,-0.4327994411661136,1650947713313,-218275520285,2662976851864,-4817726391,2658159125473,-1530501361990,1127657763483,-1152387239340,-526010764,-182715294290,-394229727031,1048747205371,275794578421,-35042315514,240752262907,1289499468278,-247763351240,-269410211813,772325905225,23316821060,749009084165,1289499468278,256270595338,3868794278,261221759396,-1161518757634,241437974624,890779834280,-6074528432036,-3287877735219,14468541202631,-203560303704,-1523274147267,-38454003414,0,0,4231626415271,-66544295262,112022742912,-1284325476983,4174631442223,-8693145536218,1852631535000,157348292264,-3747381296064,241071300000,0,8366915720123,-9811864989038,-1041000,-1203879009915,-719633890708,17724337297580,49494231,17004752901103,2.5594165382,4.381357572,0.04787268088496185,2.280089448693442,0.0587382905,7.3973637361,77.77933560221433,5965.5095459422,214.573543306,6257.862424850414,0.06118505,0.20717824485545225,0.4242250784299234,0.2817773687764909,0.0755016037,0.0219469741,0.0150808175,1626370454249.0,550712742162,0.0,3.111581257,0.2799114836,1.0456512735,-2.5230165134548312,5.381357571981223,147212452579500.0,1949833809.0,45.6233923756,3.9689393194,11.8080880278,21.373030096,384.1399614201684,19022.7146156327,126.7533728238
NVL,2022,3,205124839309776,21167861688403,998612553083,51618081635732,129636377850587,1703905581971,54465333323304,234500000000,2126227203080,2797989764497,1613345897122,0,6385927817648,259590172633080,214922588804997,76074246920058,138848341884939,44667583828083,44667583828083,12750272510896,7387626012561,259590172633080,7388027626863,3951038956936,129638468088611,0,19498338090000,19498338090000,41622298213997,14864259326511,30120391538157,4721614311030,1521313715809,33839750000,41024735167081,41259129737573,0.004519222469195562,3279599120676,196849574876,-0.6457209934606738,1573129662475,-207948106070,3279599120676,-281277183,3279317843493,-1868961441298,1410356402195,-1414859614150,-526232387,-307534706099,-423585114674,836980397360,11619493861,-111948313274,-100328819413,736651577947,-231305765639,-269216531579,236129280729,39279705853,196849574876,736651577947,252870437664,-1848940356,420848955470,-933762993211,245280089999,720039127513,-11923667131487,-4804298429447,16814984807879,-425075330974,-1784397724816,-25229021775,0,0,-1427643703107,-12013348141,0,-3852278890707,3665772257186,-2641705000000,4566284376326,383321089963,2109380484627,8899290000,0,8873269423778,-5400684571941,11200,3481484153037,4163220934557,17004752901103,-112147257,21167861688403,2.5379700054,4.8116009505,0.0476011241454976,2.290522531366111,0.0540150859,6.1786849335,75.45480191043895,6177.944466996,247.3781592887,6500.777428195139,0.0590811397,0.2071274008311753,0.43007615287841205,0.06002759850393873,0.0654249061,0.0215738858,0.012296493,1726251375484.0,679236581422,0.0,2.6963768636,0.2782526616,0.9922998191,-3.266375415765286,5.811600950528083,27886494893400.0,1950104538.0,9.7572796123,0.7475676878,2.2336876732,4.8539384769,100.94308845508671,19128.7026354902,49.7314297262
NVL,2022,4,198276179843700,8599941962436,326704693300,52982482611498,134484843415093,1882207161373,59089178358467,234500000000,3938493710882,3144676858547,1615960182173,0,6306062999090,257365358202167,212435663936292,74420660718325,138015003217967,44929694265875,44929694265875,12990646935412,7386400025837,257365358202167,8142513081979,3579326766847,134486933653117,0,19501045380000,19501045380000,39060194817382,15962589533396,25516580125032,4544317395119,1602455833412,33839750000,43276992127081,43511386697573,-0.2959310943255833,3242666199226,137192579331,-0.8321208564502053,899973312992,-204042733178,3242666199226,-2342718541,3240323480685,-2246395800596,993927680089,-670175469105,5287087088,-267397869877,-355977313081,605637428106,95747399981,-96868126681,-1120726700,604516701406,-195802477751,-281195779207,127518444448,-9674134883,137192579331,736273806487,279538848257,-2303574776,-222701230887,-215840831283,226650444291,801617462089,-2634282836173,-1716637836339,-366712828479,-1551506495,-1197827861422,-101721373419,0,0,-5217116780238,-22422277674,1704545455,-2279035448058,3363321259194,-1313133524878,0,-58618914586,-308184360547,0,0,2411969180173,-9454585467757,-52050,-7042616339634,-12567917480419,21167861688403,-2245548,8599941962436,2.3066475625000002,4.7281796017,0.08765903652884112,2.3039633717254087,0.0484984412,4.1393148411,86.80688379708201,6578.1551525019,412.2636679166,7077.2257042155825,0.0554866815,0.1143566373356853,0.3067371779433839,0.0423391615524749,0.0525869599,0.016919815,0.0098604,1625031795216.0,370552497131,0.0,2.6642625573,0.1155585274,0.857172401,-1.8160533892071642,5.7281796016502415,27691484439600.0,1950104538.0,12.1944092831,0.73758803,2.4868386542,-8.4632013363,70.35139740339397,19251.9393234897,52.7090846887
NVL,2023,1,197806114574434,5363772012819,117301505367,53544029965964,136904559607783,1876451482501,58388099948960,98000000000,3888110325991,3109377774467,1616762473961,0,6101823223761,256194214523394,211786752376697,78867723855637,132919028521060,44407462146697,44407462146697,12519760437240,7335054404831,256194214523394,7922447474878,4470948784227,136906649845807,0,19501045380000,19501045380000,32840144305558,16617138818324,29889010184727,4332432361197,1614604528738,33839750000,42993619705081,43091514275573,-0.6926449165577215,604102333272,-377221180946,-1.3495961024096619,920013458049,-158270818220,604102333272,0,604102333272,-455105324592,148997008680,-823069956271,847261872,-37356873821,-303532089225,-94101190716,11649678335,-4568750001,7080928334,-87020262382,-40432728861,-282815242225,-410268233468,-33047052522,-377221180946,-87020262382,272923678405,1112784000,-63438244503,-190568535043,175183988105,108193408582,-123701996063,-279822773700,452822586481,-52762489719,-1508911924032,-8149168308,0,0,-1412332356759,-3203338269,3618000000,-163234568713,368515739266,0,23960000000,115961907375,345617739659,0,0,57915000000,-2227598147843,0,-2169683147843,-3236397764943,8600170523502,-745740,5363772012819,2.152099989,4.7691703632,0.08755533727973228,2.2771836730476345,0.0386512281,3.2389785245,106.83048519613416,8000.4425105823,481.3353369443,8588.608332722733,0.0456224764,-0.31764809337294797,0.2466420016505935,-0.6244325839677801,0.0216851782,0.0140595423,0.0031911484,2567895351156.0,-191891954366,0.0,2.5080743415,0.0680097225,0.7721987144,1.2124278911559416,5.769170363239269,28471526254800.0,1950104538.0,35.2337885335,0.7679977641,2.9103396351,-7.4391911961,-193.4363894834442,19010.4720128937,36.283395698
NVL,2023,2,198376122922216,4035618643443,51116258055,53503523273401,138854034579050,1931830168267,58443806554115,98000000000,3860778140925,3090199087848,1619905264986,0,5987120157272,256819929476331,213096525906259,73857726750797,139238799155462,43723403570072,43723403570072,11876600930477,7294155334969,256819929476331,7700526188632,4478688355753,139014980007950,0,19501045380000,19501045380000,37052751064637,17154953161157,24536619823823,4120547327277,1709980917972,33839750000,43218699084479,43316593654971,-0.6011494309191826,1062129832815,-634774114774,-1.8474852017070662,765889064469,-200029450633,1062129832815,-8157100000,1053972732815,-726068033730,327904699085,-882114810530,3142791025,-43370267976,-448100578240,-276649102167,15063535205,-28167941461,-13104406256,-289753508423,-100611944418,-293692623784,-684058076625,-49283961851,-634774114774,-289753508423,272286089904,165348674549,94901067884,-160245873333,209035591374,291572041955,-168348294133,-621194449496,941577721260,-152221107084,-533888078666,-24804309993,0,0,-267306476157,605156451,26285087450,-396105785685,454551461471,0,0,151691349184,237027268871,0,0,456531780333,-1754406716332,0,-1297874935999,-1328154143285,5363772012819,773909,4035618643443,2.2560485667,4.8737405716,0.08830003672375687,2.2421056265483137,0.0317628826,2.3683025143,129.5747134790162,9474.8092616638,656.0987328731,10260.482708015918,0.0385232029,-0.15519011264564675,0.3111130761506673,-0.6022680616021397,-0.0155356757,0.0075205777,-0.0022372772,1869631956429.0,-163566147131,0.0,2.6859224031,0.0546404394,0.8059019816,0.817710325221558,5.873740571562465,28959052389300.0,1950104538.0,-50.2676846303,0.7949396101,3.5407885397,-3.4787259777,-325.50773684420807,18680.6643055476,50.174024704
NVL,2023,3,199429637838952,3434802946356,49327428761,56499099726933,137594490409415,1851917327487,49891873086709,0,3829313254296,3094862721871,1885575456035,0,5799530112938,249321510925661,205462075638229,88100954471632,117361121166597,43859435287432,43859435287432,12047138535525,7259649447281,249321510925661,7795046519463,3825496506025,137755435838315,0,19501045380000,19501045380000,28836061936681,17777975830135,30108173734110,3908662293355,1733573033854,304914914598,34712932647109,34712827217601,-0.672559474355009,1073873659979,170505519957,-0.13382835566495238,2229856807798,-170254553522,1073873659979,-789630018,1073084029961,-731352157310,341731872651,-1900331425587,1995026451,-62721635807,-284169096971,326361548535,251868612803,-93801429391,158067183412,484428731947,-78189466128,-269483830388,136755435431,-33750084526,170505519957,484428731947,271871506561,10376312402,548288546372,-1346674011299,174570753081,142861839064,5801162703542,-397664353213,-9644245019808,-34978710181,-1309125031543,-238509985289,0,0,-5680498557428,-10925269793,6396701340,-95707212728,848687891750,0,3219306049208,200342442997,4168100602774,0,0,1146232278610,-234653236348,0,911579042262,-600818912392,4035618643443,3215305,3434802946356,2.0014005432,4.6845581639,0.08730876786717992,2.2490812380967857,0.0234283091,1.539623606,178.40420843030597,12309.6492123959,928.7645770055,13416.817997831706,0.0296515355,-0.004807508063639241,0.31845770052455247,0.15889298060208465,-0.0163209604,0.0010468251,-0.0023631475,1204237583777.0,-5158860127,0.0,2.263649004,0.0389871252,0.7018669412,0.030300864325096485,5.684558163864561,31786703969400.0,1950104538.0,-52.7634342643,0.8684942614,5.322206141,-2.5272657103,87.43404091140061,18768.1147994698,78.5192120018
NVL,2023,4,191577252376491,3412094527252,43507843256,47747113308548,138598044960062,1776491737373,49799018985733,700000000,2384751305470,5542850059038,1884208288661,0,5591421211330,241376271362224,195874494506295,90526016066958,105348478439337,45501776855929,45501776855929,13693619321880,7255510229423,241376271362224,7429413235105,6777902331194,138758990388962,0,19501045380000,19501045380000,30772270678514,19194979319783,26932529196714,3696777259435,1710784356812,304914914598,33857102994247,33857697564739,-0.3734032619018924,2031844063176,1646480003153,11.00123221811139,1825381746803,-142635261188,2031844063176,-4101386443,2027742676733,-1473300062861,554442613872,-250513733980,-1367167374,-149306956729,-495678415694,1482958086898,798536444219,-226674146227,571862297992,2054820384890,-196980949645,-215477222159,1642362213086,-4117790067,1646480003153,2054820384890,288544762506,28722840640,-27778248411,-333875374273,-203481765197,1806952600155,10683501123512,-214230239839,-7283760256885,69640177459,-739342186397,-144616061586,0,0,4178145156419,757081336,53481508105,-3517347128472,570060888808,0,557528102267,295663151252,-2039856396704,0,-15000000,3208101402289,-5369403824414,-25239053,-2161342661178,-23053901463,3434802946356,345482359,3412094527252,1.8649454098999998,4.3304897885,0.052410069897287116,2.333299367765945,0.0190572904,1.5009895725,228.24487208128673,14561.6611928803,1084.8882867954,15874.794351756986,0.0250658215,-0.04465199632572614,0.27342848786182816,0.8119767966839502,0.0160442982,-0.0044652949,0.0024260915,646465888848.0,-90542758551,0.0,2.1900664198,0.0390973935,0.5982808982,0.6347852403176826,5.304765836430672,34516850322600.0,1950104538.0,56.9981699741,0.9072195438,7.25616142,-4.5259158336,844.3034571067698,19510.1617033912,150.4888876158
NVL,2024,1,189060198977043,3138663556178,35042157555,43250560624883,140881592865862,1754339772565,47420013816850,176200000000,2369414527632,5504322150324,1729052043899,0,5369912686380,236480212793893,191778245064512,92659036689617,99119208374895,44701967729381,44701967729381,12927168640579,7222151784176,236480212793893,7719061757715,4952499631939,141042538294762,0,19501045380000,19501045380000,23214457908853,19530596850057,35018705168553,3484892225513,1706235321054,304914914598,31657872843659,31920047414151,0.15517167432093545,697841903787,-567038929692,-0.5032001338577348,640076972457,-75467036000,697841903787,-621075136,697220828651,-507524805760,189696022891,-773131680839,1001091950,-53978555966,-324869642558,-321205792065,331151418722,-223711852941,107439565781,-213766226284,-133701050195,-253415036543,-600882313022,-33843383330,-567038929692,-213766226284,280509380799,-17474178,452461101182,-172156375276,77234499228,424264905471,5572041630622,-412440216481,-7311802319724,-38477189033,-554046981357,-187019794798,0,0,-2507479965300,-2783875522,0,-88665163563,1747033548519,0,350343399752,70955252308,2076883161494,0,0,702083735003,-545342993982,0,156740741021,-273856062785,3412524436724,-4817761,3138663556178,1.8220142227,4.290152197,0.05300470310336403,2.292285713832896,0.0197237012,1.5596014062,224.82902319939996,14771.2536649057,1065.892203804,16061.9748919091,0.0247101572,-0.27129449933240846,0.27207452086310807,-0.8132845525988098,0.0165418842,-0.0043563353,0.0025007064,664791798328.0,-189152175633,0.0,2.0403859756,0.0338732591,0.5199558276,2.5064211562913377,5.290152197001902,25838885128500.0,1950104538.0,42.0026675859,0.6894080047,5.3253868905,-6.0411597657,-290.77360656447024,19219.3880968267,132.6062334939
NVL,2024,2,203872418989356,2145098581139,30708279725,56081626778458,143902634219746,1712351130288,34919619336860,176200000000,1682124244089,5784500978094,1724514403989,0,5206152145391,238792038326216,200816681097387,100679786456823,100136894640564,37975357228829,37975357228829,6269921606561,7152788317642,238792038326216,7718936302884,5058550183848,144325129433861,0,19501045380000,19501045380000,28464201313493,19632916964385,30751091219623,3273007191593,1744026708203,304914914598,19733770074863,19996050074863,0.4955353638764368,1588452726003,-6657250193992,-9.4875892684474,804637428739,-73986194029,1588452726003,-1128144633,1587324581370,-4180315763883,-2592991182513,-2363784624433,1102382935,-87851889855,-375389333924,-4614277219051,-142161798420,-1711593105766,-1853754904186,-6468032123237,-9372032588,-249014735999,-6726418891824,-69168697832,-6657250193992,-6468032123237,301121532385,299981473220,381312680807,671155018398,73986194029,-4740475224398,-3809870965784,-2564683653183,10142793049148,-60073721761,-464907815818,-122066514068,0,0,-1619284845864,0,4077272727,-974351934603,311765922474,0,642264955571,67332538237,51088754406,0,-3083000,940018384621,-365357371254,-29921306,574628009061,-993568082397,3138663556178,3107358,2145098581139,2.3088523781,5.2880787898,0.044295152615760384,1.9473498209370865,0.0223003693,2.0984142647,197.48516239166057,7438.780516281,514.7976859481,8151.063364620761,0.0490671823,-1.925398524134367,-1.6335607807919297,-4.194006866728046,-0.151096406,-0.0343766217,-0.0223911857,-2199039018352.0,-3056232406292,0.0,2.0249587943,0.0213061495,0.5956487084,41.308144666747744,6.288078789814174,20768613329700.0,1950104538.0,-3.8408446915,0.6738118873,3.8564862148,-3.6894967465,-3413.791447723917,15805.5982695154,-38.6494259038
NVL,2024,3,194988181533732,3819734643584,33008441851,44488907119684,145006171703028,1640359625585,37040877389448,176200000000,1641168643329,5730465600321,1725566782653,0,4960415844189,232029058923180,191405661721355,106077865879476,85327795841879,40623397201825,40623397201825,9361576092423,6709173804776,232029058923180,7840146147875,5564513114376,145428666917143,0,19501045380000,19501045380000,22163192810954,20181398832452,37673561328531,3061122157671,1754826153128,304914914598,22169831161855,22432111161855,0.8738754068130802,2012305441459,3119843436728,17.29760958774119,3897994119538,-82961668059,2012305441459,-2057619033,2010247822426,-1464848703763,545399118663,-319124195699,1052378664,-104456624876,-354801995770,3666062800520,164764233310,-252866540897,-88102307587,3577960492933,-348677918589,-278965409267,2950317165077,-169526271651,3119843436728,3577960492933,288523441692,-3400520983,-591085007316,-1076549858931,82961668059,2278410215454,6911492019369,546760961344,-11407676463960,-7450829874,-187246035956,-38633805665,0,0,-1904343939288,-5666666667,714194994,-952898272905,444635180251,0,1861730000000,1133751612670,2482266048343,0,-274000000,1360802998671,-263810544537,0,1096718454134,1674640563189,2145098581139,-4500744,3819734643584,2.0185398710999998,4.7117098742,0.040399591279265804,2.0831394630509292,0.0266583127,3.1309530029,166.04156559480586,6815.105702057,450.6407115239,7431.787979175705,0.0535574965,0.04285068589853973,0.27130939408495586,1.5519695641122107,-0.0699961662,-0.032349014,-0.0103637557,-2091087725077.0,86140498017,0.0,1.8381608634,0.036008781,0.4711822718,-1.0383168520157924,5.711709874248433,17453435615100.0,1950104538.0,-7.1007645591,0.5146346832,2.7605118999,-9.419200502,1599.8339452753994,17390.9771174785,-38.3435032181
NVL,2024,4,207831078798684,4607601921683,31258216194,54813392824915,146607440687432,1771385148460,29946901858972,176200000000,1937682347954,5737179048000,1709377159826,0,4117663424757,237777980657656,190486956299042,107222351548398,83264604750644,47291024358614,47291024358614,13281118742079,9457258311909,237777980657656,7857833385978,6050897395010,147027941663523,0,19501045380000,19501045380000,24587656403178,18915181304285,36978198251788,2475838484574,1500140582061,302340514598,15741300378910,15900998378910,1.3530445163659512,4781019530967,-2350334217814,-2.427490290385017,598175417798,-58981908355,4781019530967,-2437289453,4778582241514,-2837112144745,1941470096769,-1254827735992,-9311093786,-287684653422,-394876761784,592945269583,52175501293,-96947188637,-44771687344,548173582239,-370069089292,-195762656881,-17658163934,2332676053880,-2350334217814,548173582239,682877785169,44338178577,664074725500,-146746703783,58981908355,1851699476057,2755147085953,294753456789,-4237525021018,108518397453,-491381490892,-221281269543,0,0,59930634799,2783875522,3013267667,-910627081891,425993026914,-3700000000,39275000000,43127324253,-400134587535,0,-136000000,3086318505314,-1958110891510,-3838095,1128067775709,787863822973,3819734643584,3455126,4607601921683,1.8217729945,4.027972726,0.04097357530808177,2.4250507312349017,0.0378637605,4.1821731107,119.06616910628715,5808.544212544,372.3988194847,6300.009201134987,0.0628384646,0.2634481563644993,0.4062857974698963,-0.4918476022857656,-0.1701298652,-0.0174571917,-0.0269361982,-347303262300.0,1258908681563,0.0,1.9383186043,0.0429724013,0.5709969724,-21.343980157201546,5.027972725956507,18038466976500.0,1950104538.0,-2.7945905581,0.4767822203,1.9880657456,-3.0209226098,-1205.2349871584167,19400.891239147,-232.5479459718
NVL,2025,1,203124460510833,6084349341608,42465733952,46465162208877,148638642921937,1893840304459,31682040180706,176200000000,1908518611601,5679834282132,3116172712876,0,3844522961540,234806500691539,185951485093539,100873309199607,85078175893932,48855015598000,48855015598000,13279222279801,11023146013573,234806500691539,8327139461434,6424422904491,149059143898028,0,19501045380000,19501045380000,27093673163213,18273045507280,32163629011232,2217543989711,1484835239594,302340514598,16427855907030,16587553907030,1.5482182459908147,1778253472047,-443346194185,0.21813799552384613,516073103799,-40034933347,1778253472047,-72485130,1778180986917,-1132466282412,645714704505,-633059915441,5295553050,-91032508939,-303463010345,139527926629,6470076257,-268263492772,-261793416515,-122265489886,-138711341189,-215453613274,-476430444349,-33084250164,-443346194185,-122265489886,270407532392,4966144897,160837684523,-159214869161,40034933347,194765936112,1537190238988,-479669244990,-939897598348,-59009095033,-1066857762635,-22137730532,0,0,-835615256438,0,2564005060,-1635421798600,1250688771361,-1401500000000,6088322000000,517635614945,4822288592766,0,-48951000000,6816873665159,-9277848926571,-197028,-2509926458440,1476746877888,4607601921683,542037,6084349341608,1.7674945811999998,3.8061902717,0.03906494733939108,2.505251110697123,0.0430539563,5.6653012606,107.33408064017489,5560.0010379285,332.1525678713,5999.487686439975,0.0656474698,0.1412787489402653,0.36313216104314355,-0.2493256858817679,-0.1803697347,-0.0135041415,-0.0268435435,82966250147.0,251219185221,0.0,2.0136591346,0.0603167418,0.5401410742,-6.274999462184068,4.806190271713912,29739094204500.0,1950104538.0,-4.6973123903,0.7860857666,2.9287090049,-6.9171729043,-227.34483487725723,19399.9187465236,1132.2096983349
NVL,2025,2,203376141981170,4305979590796,44704898517,46872857762031,150112707450262,2039892279564,35242886611958,192750000000,1949586433108,5525507846082,3117335559505,0,3644513624114,238619028593128,186651367093163,103476262105674,83175104987489,51967661499965,51967661499965,14525216597522,12889797597817,238619028593128,8433496189397,7232763134994,150533208426353,0,19501045380000,19501045380000,29510004982030,18436479153779,32321029221030,1986838999566,1474462253514,302340514598,20415261453709,20591509453709,0.21920721127607695,1936653018314,-160571473936,0.9758802104086591,511835140270,-33142528652,1936653018314,-54787729,1936598230585,-1245491923597,691106306988,-1135523079602,1162846629,-154651400992,-314099936582,-400170123289,330684898998,-68989093034,261695805964,-138474317325,126290480065,-177684541655,-189868378915,-29296904979,-160571473936,-138474317325,254999998866,37076969225,479790582988,-185664205636,33142528652,480871556770,-3572829308174,224500513755,-3241015085067,-14718728094,-376825903678,-120326542154,0,0,-6620343496642,-4956770776,-1850000000,-1016617434075,188476239007,-1628248000000,5107498000000,54454149016,2698756183172,430800000,0,2632511366164,-489721297884,0,2143220868280,-1778366445190,6084349341608,-3305622,4305979590796,1.7576515192,3.5916830141,0.03751537738732602,2.664865420664182,0.0445430305,5.6494131366,110.52216347625419,8087.5931641797,463.2931853713,8661.408513027254,0.0451308557,0.11481729452310399,0.3568661253910334,-0.08291419015057924,0.0044556461,0.015981056,0.00070223,3315432092334.0,222354969414,0.0,1.9654376554,0.0416132116,0.5147406125,-6.709052641961943,4.5916830141238645,33931818961200.0,1950104538.0,204.9127434262,0.8683130441,3.2304913532,-3.6484367239,-82.33993142781969,20038.8559385774,31.4730232034
